Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
HPN		19q13.11	AMP	46	571	8.1%	No
RNU2-35P		11q24.2	AMP	6	571	1.1%	No
KIR3DL1		19q13.42	HOMDEL	2	571	0.4%	No
RN7SKP213		2q35	AMP	8	571	1.4%	No
LINC01768		1p13.3	AMP	10	571	1.8%	No
RNA5SP161		4q12	AMP	7	571	1.2%	No
TMCO1		1q24.1	AMP	19	571	3.3%	No
IGFBPL1		9p13.1	AMP	8	571	1.4%	No
MOCS1		6p21.2	AMP	25	571	4.4%	No
JPT1		17q25.1	AMP	7	571	1.2%	No
CEACAMP8		19q13.31	AMP	18	571	3.2%	No
SRI		7q21.12	AMP	14	571	2.5%	No
RNA5SP315		10q11.22	AMP	6	571	1.1%	No
DEFB134		8p23.1	HOMDEL	2	571	0.4%	No
RN7SL65P		2q31.1	AMP	17	571	3.0%	No
PERCC1		16p13.3	AMP	9	571	1.6%	No
BNIP3P40		19p12	AMP	42	571	7.4%	No
LINC02207		15q26.2	AMP	7	571	1.2%	No
COL4A2		13q34	AMP	6	571	1.1%	No
C11ORF87		11q22.3	AMP	5	571	0.9%	No
DAW1		2q36.3	AMP	8	571	1.4%	No
PPP1R2P10		13q21.31	AMP	4	571	0.7%	No
FAF2P1		10q23.32	AMP	2	571	0.4%	No
DDX55P1		12p13.2	AMP	46	571	8.1%	No
GOT1		10q24.2	AMP	1	571	0.2%	No
TMEM52B		12p13.2	AMP	47	571	8.2%	No
TCL6		14q32.13	AMP	3	571	0.5%	No
RNA5SP160		4p14	AMP	3	571	0.5%	No
CEACAMP7		19q13.31	AMP	17	571	3.0%	No
RAB5IF		20q11.23	AMP	37	571	6.5%	No
EDIL3-DT		5q14.3	AMP	1	571	0.2%	No
ARHGAP22-IT1		10q11.22	AMP	4	571	0.7%	No
RN7SKP214		22q12.3	AMP	5	571	0.9%	No
JPT2		16p13.3	AMP	9	571	1.6%	No
PIGO-AS1		9p13.3	AMP	4	571	0.7%	No
RPS15AP11		1p34.1	AMP	17	571	3.0%	No
SNCG		10q23.2	AMP	1	571	0.2%	No
SNORD116-2		15q11.2	AMP	2	571	0.4%	No
RNU1-119P		15q21.1	AMP	1	571	0.2%	No
DEFB136		8p23.1	HOMDEL	2	571	0.4%	No
MOCS2		5q11.2	AMP	9	571	1.6%	No
NAALADL2-AS1		3q26.3	HOMDEL	1	571	0.2%	No
LINC01767		1p32.2	AMP	9	571	1.6%	No
LINC02050		3p12.2	AMP	10	571	1.8%	No
PRDX2P2		10p11.21	HOMDEL	1	571	0.2%	No
RNA5SP162		4q12	AMP	22	571	3.9%	No
ACTN1-DT		14q24.1	AMP	4	571	0.7%	No
RN7SL120P		3p26.3	AMP	4	571	0.7%	No
RN7SKP211		6q21	AMP	8	571	1.4%	No
FAM76B		11q21	AMP	7	571	1.2%	No
RNA5SP317		10q11.23	AMP	3	571	0.5%	No
LINC02204		15q23	AMP	3	571	0.5%	No
CEACAMP6		19q13.2	AMP	14	571	2.5%	No
RN7SL430P		9q32	AMP	2	571	0.4%	No
COL4A4		2q36.3	AMP	8	571	1.4%	No
CLEC3A		16q23.1	AMP	2	571	0.4%	No
COL28A1		7p21.3	AMP	7	571	1.2%	No
DAB1-AS1		1p32.2	AMP	6	571	1.1%	No
LINC02051		3q27.3	AMP	67	571	11.7%	No
CEACAMP5		19q13.2	AMP	15	571	2.6%	No
SAMTOR		7q31.1	AMP	18	571	3.2%	No
LINC01040		13q31.3	HOMDEL	2	571	0.4%	No
FAM76A		1p35.3	AMP	3	571	0.5%	No
RNU4ATAC6P		10p12.1	AMP	17	571	3.0%	No
KIR3DL2		19q13.42	HOMDEL	2	571	0.4%	No
RPS15AP10		1p34.1	AMP	14	571	2.5%	No
SNORD116-1		15q11.2	AMP	2	571	0.4%	No
LINC02205		15q23	AMP	2	571	0.4%	No
DPY19L3-DT		19q13.11	AMP	46	571	8.1%	No
RN7SKP212		3q22.1	AMP	20	571	3.5%	No
DEFB135		8p23.1	HOMDEL	2	571	0.4%	No
SMIM2-IT1		13q14.11	AMP	5	571	0.9%	No
ZNF519P4		4p16.3	AMP	10	571	1.8%	No
FBXO30		6q24.3	HOMDEL	1	571	0.2%	No
HSPBP1		19q13.42	AMP	11	571	1.9%	No
HMGXB3		5q32	AMP	2	571	0.4%	No
ZNF658		9q21.11	AMP	11	571	1.9%	No
AXDND1		1q25.2	AMP	16	571	2.8%	No
TF		3q22.1	AMP	23	571	4.0%	No
GPATCH2L		14q24.3	AMP	4	571	0.7%	No
COL4A3		2q36.3	AMP	8	571	1.4%	No
OR5BS1		12q13.11	AMP	6	571	1.1%	No
PMCH		12q23.2	AMP	1	571	0.2%	No
RN7SKP216		12q24.21	AMP	2	571	0.4%	No
GLCCI1		7p21.3	AMP	8	571	1.4%	No
RNA5SP164		4q22.2	AMP	1	571	0.2%	No
TPSG1		16p13.3	AMP	8	571	1.4%	No
TERF1P1		21q11.2	HOMDEL	4	571	0.7%	No
ATG12		5q22.3	AMP	3	571	0.5%	No
TMCO4		1p36.13	AMP	4	571	0.7%	No
C3ORF38		3p11.1	AMP	13	571	2.3%	No
RNA5SP318		10q21.1	AMP	11	571	1.9%	No
SRL		16p13.3	AMP	7	571	1.2%	No
LINC02055		8q24.23	AMP	108	571	18.9%	No
RNA5SP175		4q35.2	HOMDEL	5	571	0.9%	No
LINC02209		8p12	AMP	1	571	0.2%	No
RN7SL740P		21q22.11	AMP	5	571	0.9%	No
TPM3P7		2p23.3	AMP	11	571	1.9%	No
RNU7-148P		2q24.3	AMP	13	571	2.3%	No
DBX2-AS1		12q12	HOMDEL	1	571	0.2%	No
L1TD1		1p31.3	AMP	5	571	0.9%	Yes
TG		8q24.22	AMP	116	571	20.3%	No
NLRP1		17p13	AMP	4	571	0.7%	No
LCORLP1		3p14.1	AMP	6	571	1.1%	No
RNU6-337P		7q21.11	AMP	13	571	2.3%	No
PABPC1P1		4p14	AMP	1	571	0.2%	No
TPI1		12p13.31	AMP	47	571	8.2%	No
MROH7-TTC4		1p32.3	AMP	12	571	2.1%	No
RNA5SP163		4q13.3	AMP	20	571	3.5%	No
RN7SKP217		15q24.3	AMP	3	571	0.5%	No
MOCS3		20q13.13	AMP	47	571	8.2%	No
RNU6-957P		6q21	AMP	6	571	1.1%	No
CDRT15L2		17p11.2	HOMDEL	3	571	0.5%	No
SNCB		5q35.2	AMP	6	571	1.1%	No
TPM3P6		19q13.42	AMP	11	571	1.9%	No
IGLVIV-66-1		22q11.22	AMP	7	571	1.2%	No
ATG13		11p11.2	AMP	5	571	0.9%	No
C3ORF36		3q22.1	AMP	23	571	4.0%	No
HS1BP3-IT1		2p24.1	AMP	9	571	1.6%	No
RNF216		7p22.1	HOMDEL	2	571	0.4%	No
PABPC1P2		2q22.3	AMP	9	571	1.6%	No
SCAI		9q33.3	AMP	4	571	0.7%	No
TH		11p15.5	AMP	1	571	0.2%	No
TPM3P9		19q13.42	AMP	11	571	1.9%	No
TMCO2		1p34.2	AMP	34	571	6.0%	No
RN7SL415P		6q15	AMP	10	571	1.8%	No
NECAP1P2		2p13.1	HOMDEL	1	571	0.2%	No
SLC66A2P1		7q21.13	AMP	13	571	2.3%	No
FBXW4P1		22q11.23	AMP	5	571	0.9%	No
RNU1-134P		20q13.33	AMP	63	571	11.0%	No
RNU6-1081P		2p25.1	AMP	9	571	1.6%	No
RNA5SP166		4q31.23	AMP	3	571	0.5%	No
CORO1A-AS1		16p11.2	AMP	2	571	0.4%	No
NLRP2		19q13.42	AMP	11	571	1.9%	No
ATG14		14q22.3	AMP	1	571	0.2%	No
LINC02053		3q26.33	AMP	75	571	13.1%	No
TMCO3		13q34	AMP	8	571	1.4%	No
PNLIPP1		10q25.3	AMP	4	571	0.7%	No
TPM3P8		2q37.1	AMP	7	571	1.2%	No
SRM		1p36.22	AMP	5	571	0.9%	No
RNA5SP319		10q21.3	AMP	2	571	0.4%	No
HSP90AA5P		3q27.1	AMP	71	571	12.4%	No
ZNF655		7q22.1	AMP	11	571	1.9%	No
RNU2-50P		9p13.3	AMP	5	571	0.9%	No
PPIAP93		7q31.33	AMP	13	571	2.3%	No
RN7SL105P		17p13.3	AMP	8	571	1.4%	No
IARS2P1		8q21.3	AMP	33	571	5.8%	No
ILVBL		19p13.12	AMP	73	571	12.8%	No
H3-7		1q21.1	HOMDEL	13	571	2.3%	No
RNA5SP174		4q35.2	HOMDEL	5	571	0.9%	No
TERF1P3		4q28.3	HOMDEL	1	571	0.2%	No
LINC02054		3q27.1	AMP	74	571	13.0%	No
EPM2AIP1		3p22.2	AMP	5	571	0.9%	No
RNU6-647P		2p22.3	AMP	14	571	2.5%	No
SP140L		2q37.1	AMP	7	571	1.2%	No
EIF1B		3p22.1	AMP	5	571	0.9%	No
CEACAMP9		19q13.31	AMP	18	571	3.2%	No
NLRP3		1q44	AMP	27	571	4.7%	No
CPAMD8		19p13.11	AMP	45	571	7.9%	No
RNA5SP165		4q31.23	AMP	5	571	0.9%	No
LINC02208		5q23.1	AMP	1	571	0.2%	No
SLC25A21-AS1		14q13.3	AMP	3	571	0.5%	No
OR14L1		1q44	AMP	27	571	4.7%	No
USP17L29		4p16.1	AMP	8	571	1.4%	No
UST-AS1		6q25.1	AMP	3	571	0.5%	No
NEFHP1		1p13.1	AMP	11	571	1.9%	No
OR5H3P		3q11.2	HOMDEL	1	571	0.2%	No
TXNP3		1p13.2	AMP	6	571	1.1%	No
FA2H		16q23.1	AMP	1	571	0.2%	No
PDE4B		1p31.3	HOMDEL	1	571	0.2%	No
RNU6-24P		17q25.1	AMP	6	571	1.1%	No
LINC01916		18q22.1	AMP	2	571	0.4%	No
RPS15AP16		3q21.3	AMP	19	571	3.3%	No
TUBGCP5		15q11.2	HOMDEL	1	571	0.2%	No
CHAC2		2p16.2	AMP	12	571	2.1%	No
RCBTB1		13q14.2	HOMDEL	2	571	0.4%	No
ZNF654		3p11.1	AMP	12	571	2.1%	No
AP4S1		14q12	AMP	4	571	0.7%	No
NLRP4		19q13.43	AMP	11	571	1.9%	No
SLC45A2		5p13.2	AMP	34	571	6.0%	No
TMEM212-AS1		3q26.31	AMP	87	571	15.2%	No
TICAM2-AS1		5q22.3	AMP	3	571	0.5%	No
ZNF808		19q13.41	AMP	9	571	1.6%	No
RNU1-20P		3q29	AMP	61	571	10.7%	No
SCN8A		12q13.13	AMP	6	571	1.1%	No
BNIP3P47		19p12	AMP	40	571	7.0%	No
SLC14A2		18q12.3	AMP	10	571	1.8%	No
UST-AS2		6q25.1	AMP	3	571	0.5%	No
TXNP4		17p13.2	AMP	3	571	0.5%	No
CCL3L3		17q12	AMP	4	571	0.7%	No
LINC02200		5q22.2	AMP	1	571	0.2%	No
SLC45A3		1q32.1	AMP	18	571	3.2%	Yes
TMSB10P1		2q37.2	HOMDEL	1	571	0.2%	No
TPM3P3		8q21	AMP	31	571	5.4%	No
RNU6-183P		5q14.1	AMP	1	571	0.2%	No
C2ORF81		2p13.1	AMP	15	571	2.6%	No
C3ORF33		3q25.31	AMP	42	571	7.4%	No
ZNF653		19p13.2	AMP	43	571	7.5%	No
LINC01762		1p13.1	AMP	12	571	2.1%	No
SLC14A1		18q12.3	AMP	9	571	1.6%	No
NLRP5		19q13.43	AMP	12	571	2.1%	No
OR2T11		1q44	HOMDEL	2	571	0.4%	No
CTAGE15		7q35	AMP	27	571	4.7%	No
IGHV4-59		14q32.33	AMP	19	571	3.3%	No
BNIP3P46		2q21.2	AMP	5	571	0.9%	No
TXNP5		2q23.2	AMP	8	571	1.4%	No
RPL23A		17q11.2	AMP	7	571	1.2%	No
RPS15AP18		5q35.3	AMP	5	571	0.9%	No
VIRMA-DT		8q22.1	AMP	36	571	6.3%	No
LINC01760		1p21.3	AMP	8	571	1.4%	No
RPS2P15		2p23.3	HOMDEL	1	571	0.2%	No
RN7SKP218		7p12.1	AMP	16	571	2.8%	No
FUS		16p11.2	AMP	2	571	0.4%	Yes
TPM3P5		19q13.2	AMP	14	571	2.5%	No
RNA5SP310		10q11.22	AMP	4	571	0.7%	No
ZNF652		17q21.32	AMP	5	571	0.9%	No
ERHP1		7q34	AMP	27	571	4.7%	No
TMCO6		5q31.3	AMP	1	571	0.2%	No
LINC01914		2p21	AMP	11	571	1.9%	No
RPS15AP17		4q13.1	AMP	8	571	1.4%	No
RN7SL571P		13q22.2	AMP	6	571	1.1%	No
MIR29B2CHG		1q32.2	AMP	14	571	2.5%	No
BTN3A3		6p22.2	AMP	20	571	3.5%	No
RNU6-478P		10q23.1	AMP	4	571	0.7%	No
ZNF222-DT		19q13.31	AMP	15	571	2.6%	No
LINC01915		18q11.2	AMP	23	571	4.0%	No
ERHP2		6p12.1	AMP	16	571	2.8%	No
PSORS1C3		6p21.33	AMP	16	571	2.8%	No
USP17L28		4p16.1	AMP	8	571	1.4%	No
BNIP3P45		2p15	AMP	13	571	2.3%	No
RCBTB2		13q14.2	HOMDEL	12	571	2.1%	No
SAFB		19p13.3	AMP	3	571	0.5%	No
LINC01047		13q31.2	HOMDEL	1	571	0.2%	No
LINC01761		1p21.3	AMP	8	571	1.4%	No
MAP3K20-AS1		2q31.1	AMP	18	571	3.2%	No
TPM3P4		7p15.2	AMP	11	571	1.9%	No
SLC45A1		1p36.23	AMP	7	571	1.2%	No
C2ORF80		2q33.3	AMP	9	571	1.6%	No
RN7SKP219		10p12.31	AMP	21	571	3.7%	No
IGBP1C		17q22	AMP	5	571	0.9%	No
PIM3		22q13.33	AMP	1	571	0.2%	No
TXNP6		4q21.1	AMP	5	571	0.9%	No
RNU6-1066P		22q12.1	AMP	1	571	0.2%	No
MAP1S		19p13.12	AMP	41	571	7.2%	No
EDIL3		5q14.3	AMP	1	571	0.2%	No
TPT1P12		12p13.31	HOMDEL	1	571	0.2%	No
LINC01765		1p13.2	AMP	12	571	2.1%	No
NLRP7		19q13.42	AMP	11	571	1.9%	No
OSCP1		1p34.3	AMP	25	571	4.4%	No
SLMAP		3p14.3	AMP	5	571	0.9%	No
ZNF805		19q13.43	AMP	11	571	1.9%	No
RNU6-168P		5q34	AMP	4	571	0.7%	No
RN7SL261P		1q21.2	AMP	39	571	6.8%	No
PSORS1C2		6p21.33	AMP	17	571	3.0%	No
BNIP3P44		7q11.21	AMP	11	571	1.9%	No
RNA5SP311		10q11.22	AMP	5	571	0.9%	No
ZNF519P3		15q11.2	AMP	5	571	0.9%	No
NAALADL2-AS2		3q26.3	HOMDEL	1	571	0.2%	No
LRRC77P		3q26.1-q26.2	AMP	92	571	16.1%	No
USP17L26		4p16.1	AMP	8	571	1.4%	No
DUSP11		2p13.1	HOMDEL	1	571	0.2%	No
ZNRF3-IT1		22q12.1	AMP	3	571	0.5%	No
RPS15AP13		2p13.2	AMP	15	571	2.6%	No
LINC02202		5q33.3	AMP	2	571	0.4%	No
TXNP7		6q13	AMP	10	571	1.8%	No
UNC93B7		4p16.1	AMP	8	571	1.4%	No
ANKRD20A10P		13q12.12	AMP	4	571	0.7%	No
RPS15AP12		1q41	AMP	20	571	3.5%	No
NLRP8		19q13.43	AMP	12	571	2.1%	No
LINC01766		19q13.12	AMP	47	571	8.2%	No
RNU7-52P		17q23.2	AMP	7	571	1.2%	No
OR11M1P		12q13.11	AMP	6	571	1.1%	No
EFCAB10-AS1		7q22.3	AMP	11	571	1.9%	No
SRR		17p13.3	AMP	6	571	1.1%	No
BNIP3P43		21q11.2	AMP	22	571	3.9%	No
ASB6		9q34.11	HOMDEL	1	571	0.2%	No
PDE4D		5q11.2-q12.1	HOMDEL	1	571	0.2%	No
SPATA31F3		9p13.3	AMP	4	571	0.7%	No
HM13-IT1		20q11.21	AMP	45	571	7.9%	No
USP17L27		4p16.1	AMP	8	571	1.4%	No
CABIN1		22q11.23	AMP	3	571	0.5%	No
ZNF519P2		15q11.2	AMP	5	571	0.9%	No
LINC02203		15q11.2	AMP	5	571	0.9%	No
OR8D2		11q24.2	AMP	6	571	1.1%	No
MATR3		5q31.2	HOMDEL	1	571	0.2%	No
GALNS		16q24.3	AMP	1	571	0.2%	No
SLC45A4		8q24.3	AMP	103	571	18.0%	No
LINC02201		5q23.2	AMP	2	571	0.4%	No
UNC93B8		4p16.1	AMP	8	571	1.4%	No
OR8D1		11q24.2	AMP	6	571	1.1%	No
TPM3P2		20q11.22	AMP	37	571	6.5%	No
IGHV4-55		14q32.33	AMP	19	571	3.3%	No
OR2T10		1q44	HOMDEL	2	571	0.4%	No
PSORS1C1		6p21.33	AMP	23	571	4.0%	No
ANKEF1		20p12.2	AMP	24	571	4.2%	No
BNIP3P42		7q11.21	AMP	11	571	1.9%	No
RPS15AP15		2p14	AMP	11	571	1.9%	No
LINC01763		1p22.2	AMP	10	571	1.8%	No
GRAMD1A-AS1		19q13.11	AMP	44	571	7.7%	No
NLRP9		19q13.42	AMP	9	571	1.6%	No
USP17L24		4p16.1	AMP	8	571	1.4%	No
PSG11		19q13.31	AMP	18	571	3.2%	No
EPYC		12q21.33	AMP	3	571	0.5%	No
SGSM2-AS1		17p13.3	AMP	6	571	1.1%	No
TPM3P1		7q31.2	AMP	18	571	3.2%	No
ZNF519P1		10q22.3	AMP	12	571	2.1%	No
RNA5SP312		10q11.22	AMP	5	571	0.9%	No
RNU6-1110P		16q21	AMP	1	571	0.2%	No
LINC01918		2q12.1	AMP	9	571	1.6%	No
RPS15AP14		2q31.1	AMP	18	571	3.2%	No
ACR		22q13.33	HOMDEL	2	571	0.4%	No
KANSL1L-AS1		2q34	AMP	9	571	1.6%	No
GOT2		16q21	AMP	2	571	0.4%	No
USP17L25		4p16.1	AMP	8	571	1.4%	No
SPATA31F1		9p13.3	AMP	5	571	0.9%	No
NF1P12		12q12	AMP	23	571	4.0%	No
RN7SL556P		7p22.1	AMP	7	571	1.2%	No
SNORD65B		8p11.21	AMP	23	571	4.0%	No
LINC00363		13q31.3	AMP	8	571	1.4%	No
HNRNPA1P6		1p32.2	AMP	6	571	1.1%	No
NOLC1		10q24.32	AMP	1	571	0.2%	No
GCNT1P5		7q11.23	AMP	11	571	1.9%	No
OR4M1		14q11.2	AMP	62	571	10.9%	No
THNSL1		10p12.1	AMP	19	571	3.3%	No
LINC00517		14q21.1	AMP	4	571	0.7%	No
SNORA70F		2q24.3	AMP	14	571	2.5%	No
TAF11L7		5p15.1	AMP	40	571	7.0%	No
JPT1P1		2q31.1	AMP	16	571	2.8%	No
GTF2IP14		7q11.21	AMP	8	571	1.4%	No
DTD2		14q12	AMP	4	571	0.7%	No
SDCBP2P1		6q13	AMP	5	571	0.9%	No
MTND2P4		7q11.21	AMP	11	571	1.9%	No
RPS15AP29		10q24.33	AMP	1	571	0.2%	No
RN7SL246P		12q12	AMP	21	571	3.7%	No
FLYWCH2		16p13.3	AMP	5	571	0.9%	No
HNRNPA1P7		18q12.1	AMP	20	571	3.5%	No
SLC25A5P5		7p14.3	AMP	9	571	1.6%	No
LINC00362		13q12.12	AMP	4	571	0.7%	No
NF1P11		14q11.2	AMP	62	571	10.9%	No
GABRA1		5q34	HOMDEL	1	571	0.2%	No
DEFB112		6p12.3	AMP	24	571	4.2%	No
SLC1A1		9p24.2	HOMDEL	1	571	0.2%	No
THNSL2		2p11.2	AMP	20	571	3.5%	No
DTD1		20p11.23	AMP	22	571	3.9%	No
CCDC112		5q22.3	AMP	3	571	0.5%	No
KRT8P31		5q12.1	HOMDEL	2	571	0.4%	No
CTCFL		20q13.31	AMP	50	571	8.8%	No
SNORA70G		12q14	AMP	19	571	3.3%	No
TAF11L8		5p15.1	AMP	40	571	7.0%	No
FLYWCH1		16p13.3	AMP	5	571	0.9%	Yes
CA2		8q21.2	AMP	33	571	5.8%	No
GJB6		13q12.11	AMP	3	571	0.5%	No
CCDC115		2q21.1	AMP	6	571	1.1%	No
LINC00519		14q22.1	AMP	4	571	0.7%	No
GTF2IP12		4q26	AMP	2	571	0.4%	No
SLC25A5P6		4q35.2	AMP	2	571	0.4%	No
LY6E-DT		8q24.3	AMP	110	571	19.3%	No
MTRFR		12q24.31	AMP	4	571	0.7%	No
SAPCD1		6p21.33	AMP	17	571	3.0%	No
ARMH3		10q24.32	AMP	1	571	0.2%	No
SLC2A9-AS1		4p16.1	AMP	7	571	1.2%	No
MTATP8P1		1p36.33	AMP	11	571	1.9%	No
DGKZP1		13q14.11	AMP	5	571	0.9%	No
RBAK-RBAKDN		7p22.1	HOMDEL	3	571	0.5%	No
SNORA70H		1q32.1	AMP	19	571	3.3%	No
HNRNPA1P4		8q21.13	AMP	33	571	5.8%	No
FUZ		19q13.33	AMP	7	571	1.2%	No
ATOX1		5q33.1	AMP	2	571	0.4%	No
RNU6-507P		3q25.1	AMP	53	571	9.3%	No
GTF2IP13		7p12.3	AMP	5	571	0.9%	No
HNRNPA1P5		15q23	AMP	3	571	0.5%	No
C12ORF54		12q13.11	AMP	6	571	1.1%	No
SLC25A5P7		6q22.31	AMP	5	571	0.9%	No
LINC00364		13q21.32	AMP	3	571	0.5%	No
TAF11L9		5p15.1	AMP	40	571	7.0%	No
STX17-DT		9q31.1	AMP	1	571	0.2%	No
DEFB110		6p12.3	AMP	25	571	4.4%	No
CA1		8q21.2	AMP	33	571	5.8%	No
GJB7		6q14.3-q15	AMP	14	571	2.5%	No
LINC00518		6p24.3	AMP	24	571	4.2%	No
GCNT1P4		6q12	AMP	23	571	4.0%	No
RNU6-302P		6q25.1	HOMDEL	2	571	0.4%	No
B3GALT5-AS1		21q22.2	AMP	7	571	1.2%	No
ATP5F1EP2		13q12.2	AMP	3	571	0.5%	No
SNORD65C		7p15.3	AMP	17	571	3.0%	No
RN7SL600P		1q21.3	AMP	47	571	8.2%	No
ARMH2		6p22.3	AMP	21	571	3.7%	No
S100A7A		1q21.3	AMP	29	571	5.1%	No
USP17L15		4p16.1	AMP	8	571	1.4%	No
KCNJ6-AS1		21q22.13	AMP	7	571	1.2%	No
LRRC57P1		2q22.1	HOMDEL	2	571	0.4%	No
SPOPL-DT		2q22.1	AMP	6	571	1.1%	No
MTATP8P2		2p11.2	AMP	19	571	3.3%	No
CCDC110		4q35.1	AMP	2	571	0.4%	No
ROR1		1p31.3	AMP	10	571	1.8%	No
NCF2		1q25.3	AMP	20	571	3.5%	No
RNU6-1234P		14q12	AMP	8	571	1.4%	No
SLC25A5P8		9p21.1	AMP	7	571	1.2%	No
SNORA70I		2q35	AMP	8	571	1.4%	No
BTN3A2		6p22.2	AMP	19	571	3.3%	No
USP17L12		4p16.1	AMP	8	571	1.4%	No
GIGYF1		7q22.1	AMP	13	571	2.3%	No
MTRF1L		6q25.2	AMP	3	571	0.5%	No
MTND2P7		8q24.22	AMP	117	571	20.5%	No
HNRNPA1P9		7q21.12	AMP	15	571	2.6%	No
CA4		17q23.1	AMP	7	571	1.2%	No
HABP2		10q25.3	AMP	5	571	0.9%	No
PCDHAC2		5q31.3	AMP	1	571	0.2%	No
TRRAP		7q22.1	AMP	11	571	1.9%	Yes
GJB4		1p34.3	AMP	18	571	3.2%	No
LINC00366		13q13.3	AMP	3	571	0.5%	No
ARPP19P2		2q11.2	AMP	13	571	2.3%	No
RPL26P9		1p21.3	AMP	8	571	1.4%	No
NPC1		18q11.2	AMP	23	571	4.0%	No
DEFB115		20q11.21	AMP	41	571	7.2%	No
GJB5		1p34.3	AMP	18	571	3.2%	No
LINC01920		2q23.3	AMP	10	571	1.8%	No
KLHDC7B-DT		22q13.33	AMP	1	571	0.2%	No
BTN3A1		6p22.2	AMP	20	571	3.5%	No
ARMH1		1p34.1	AMP	18	571	3.2%	No
SNORA70J		5q35.1	AMP	3	571	0.5%	No
CA3		8q21.2	AMP	33	571	5.8%	No
AEN		15q26.1	AMP	4	571	0.7%	No
C4ORF19		4p14	AMP	2	571	0.4%	No
SAPCD2		9q34.3	AMP	5	571	0.9%	No
RNU6-832P		7q11.22	AMP	8	571	1.4%	No
MTND2P8		9q21.31	AMP	3	571	0.5%	No
PCDHAC1		5q31.3	AMP	1	571	0.2%	No
RN7SL163P		21q21.1	HOMDEL	5	571	0.9%	No
DEFB116		20q11.21	AMP	42	571	7.4%	No
NPC2		14q24.3	AMP	3	571	0.5%	No
LINC00365		13q12.3	AMP	3	571	0.5%	No
TAS1R1		1p36.31	AMP	13	571	2.3%	No
ROR2		9q22.31	AMP	1	571	0.2%	No
USP17L13		4p16.1	AMP	8	571	1.4%	No
RNU6-788P		3p24.3	AMP	4	571	0.7%	No
RPS15AP28		10q22.1	AMP	2	571	0.4%	No
MTCO2P20		22q12.3	HOMDEL	1	571	0.2%	No
MTND2P5		7q34	AMP	25	571	4.4%	No
MIDEAS		14q24.3	AMP	2	571	0.4%	Yes
NF1P10		14q11.2	AMP	62	571	10.9%	No
USP17L10		4p16.1	AMP	8	571	1.4%	No
RNU6-907P		4q22.1	HOMDEL	1	571	0.2%	No
SHPK		17p13.2	AMP	6	571	1.1%	No
LINC00368		13q34	AMP	6	571	1.1%	No
TAS1R2		1p36.13	AMP	2	571	0.4%	No
GJB2		13q12.11	AMP	3	571	0.5%	No
FKBP9P1		7p11.2	AMP	12	571	2.1%	No
DEFB113		6p12.3	AMP	25	571	4.4%	No
SYNE1-AS1		6q25.2	AMP	3	571	0.5%	No
C2ORF69		2q33.1	AMP	14	571	2.5%	No
MINDY4B		3q25.1	AMP	48	571	8.4%	No
C12ORF56		12q14.2	AMP	11	571	1.9%	No
CA6		1p36.23	AMP	8	571	1.4%	No
GATA2-AS1		3q21.3	AMP	20	571	3.5%	No
NCF1		7q11.23	AMP	8	571	1.4%	No
KRTAP10-12		21q22.3	AMP	6	571	1.1%	No
MTND2P6		7p11.2	AMP	12	571	2.1%	No
USP17L11		4p16.1	AMP	8	571	1.4%	No
NBN		8q21.3	AMP	31	571	5.4%	Yes
HNRNPA1P8		7q21.11	AMP	23	571	4.0%	No
DEFB114		6p12.3	AMP	25	571	4.4%	No
C11ORF71		11q23.2	AMP	4	571	0.7%	No
ARPP19P1		5q35.3	AMP	3	571	0.5%	No
RNU6-522P		6p22.3	AMP	27	571	4.7%	No
GJB3		1p34.3	AMP	18	571	3.2%	No
TAS1R3		1p36.33	AMP	11	571	1.9%	No
HPGDS		4q22.3	HOMDEL	3	571	0.5%	No
OR4M2		15q11.2	AMP	5	571	0.9%	No
PRRT1B		9q34.13	AMP	1	571	0.2%	No
C20ORF173		20q11.22	AMP	38	571	6.7%	No
CYP4F35P		18p11.21	AMP	8	571	1.4%	No
KANSL1-AS1		17q21.31	AMP	19	571	3.3%	No
C12ORF57		12p13.31	AMP	45	571	7.9%	No
ELMO1-AS1		7p14.2	AMP	10	571	1.8%	No
SF3B6		2p23.3	AMP	10	571	1.8%	No
EMC2		8q23.1	AMP	84	571	14.7%	No
PLS1P1		11q22.1	AMP	10	571	1.8%	No
DEFB118		20q11.21	AMP	44	571	7.7%	No
RPL26P6		10q22.2	AMP	7	571	1.2%	No
OR7E116P		9q22.2	AMP	1	571	0.2%	No
LINC00903		3q13.31	HOMDEL	5	571	0.9%	No
SYCN		19q13.2	AMP	60	571	10.5%	No
MTCH2P3		16q21	AMP	1	571	0.2%	No
LRP8-DT		1p32.3	AMP	9	571	1.6%	No
CEACAMP1		19q13.2	AMP	15	571	2.6%	No
PABPC1P4		12q14.2	AMP	11	571	1.9%	No
SUPT16HP1		12p12.3	AMP	52	571	9.1%	No
PPP3CB-AS1		10q22.2	AMP	7	571	1.2%	No
MARCHF10-DT		17q23.2	AMP	8	571	1.4%	No
SPATC1L		21q22.3	AMP	7	571	1.2%	No
PLSCR4P1		3q24	AMP	47	571	8.2%	No
EMC1		1p36.13	AMP	3	571	0.5%	No
KRT8P38		10q23.31	HOMDEL	8	571	1.4%	No
